i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
116-1,2013_Q4,Cascade,3,5,2,1,1,1,1,0,2,0,1,0,1,1,0,2,1,0,2.397895273
116-10,2013_Q4,Cascade,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1.609437912
116-11,2013_Q4,Cascade,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1.386294361
116-12,2013_Q4,Cascade,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
116-13,2013_Q4,Cascade,1,1,1,4,0,0,0,2,1,2,0,0,1,0,0,1,0,0,1.945910149
116-14,2013_Q4,Cascade,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
116-4,2013_Q4,Cascade,1,2,2,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1.945910149
116-5,2013_Q4,Cascade,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
116-6,2013_Q4,Cascade,4,3,2,2,0,1,1,1,2,0,0,1,0,1,1,1,1,1,2.397895273
116-7,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
116-8,2013_Q4,Cascade,3,3,2,2,1,1,1,1,0,0,1,1,1,2,1,0,0,0,2.302585093
116-9,2013_Q4,Cascade,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
117-1,2013_Q4,Cascade,1,3,1,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469
117-10,2013_Q4,Cascade,2,4,3,0,1,0,1,0,1,0,1,1,2,0,1,1,0,0,2.197224577
117-11,2013_Q4,Cascade,2,3,1,3,0,0,1,0,2,1,0,2,0,0,0,2,1,0,2.197224577
117-12,2013_Q4,Cascade,3,6,2,1,2,0,2,1,1,0,1,1,1,1,0,1,1,0,2.48490665
117-13,2013_Q4,Cascade,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1.386294361
117-2,2013_Q4,Cascade,2,4,1,2,2,0,2,2,0,0,0,0,1,2,0,0,0,0,2.197224577
117-3,2013_Q4,Cascade,2,2,1,3,1,1,1,1,0,0,0,1,0,2,1,0,0,0,2.079441542
117-4,2013_Q4,Cascade,3,4,2,1,2,0,0,1,1,0,1,0,1,2,0,1,1,0,2.302585093
117-5,2013_Q4,Cascade,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
117-6,2013_Q4,Cascade,3,4,2,3,1,0,2,2,0,1,1,0,1,1,1,1,0,1,2.48490665
117-7,2013_Q4,Cascade,2,5,1,6,0,2,2,1,2,1,1,2,0,0,1,2,0,0,2.63905733
117-9,2013_Q4,Cascade,2,3,2,3,2,1,0,2,1,0,0,0,1,2,1,0,0,0,2.302585093
118-1,2013_Q4,Cascade,2,4,1,7,2,1,0,5,2,0,0,1,0,2,1,0,0,0,2.63905733
118-10,2013_Q4,Cascade,1,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1.791759469
118-11,2013_Q4,Cascade,1,3,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1.609437912
118-12,2013_Q4,Cascade,1,1,2,2,0,2,0,0,1,0,0,0,1,0,0,1,1,0,1.791759469
118-2,2013_Q4,Cascade,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
118-3,2013_Q4,Cascade,0,1,1,3,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1.609437912
118-4,2013_Q4,Cascade,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.386294361
118-5,2013_Q4,Cascade,2,0,1,5,0,0,0,2,0,2,0,1,0,1,0,1,1,0,2.079441542
118-6,2013_Q4,Cascade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118-7,2013_Q4,Cascade,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.386294361
118-8,2013_Q4,Cascade,1,0,1,6,0,1,0,3,0,1,0,1,0,0,0,0,1,1,2.079441542
118-9,2013_Q4,Cascade,1,1,1,3,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1.791759469
119-1,2013_Q4,Cascade,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
119-10,2013_Q4,Cascade,3,5,1,5,2,1,1,3,2,0,0,1,0,1,1,1,0,1,2.63905733
119-11,2013_Q4,Cascade,1,4,1,1,1,0,2,0,1,1,0,0,0,0,0,1,1,0,1.945910149
119-12,2013_Q4,Cascade,1,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1.386294361
119-13,2013_Q4,Cascade,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1.386294361
119-2,2013_Q4,Cascade,1,3,1,2,0,1,1,1,0,0,2,0,0,0,1,1,0,0,1.945910149
119-3,2013_Q4,Cascade,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
119-4,2013_Q4,Cascade,1,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1.791759469
119-5,2013_Q4,Cascade,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
119-6,2013_Q4,Cascade,3,5,2,8,1,2,3,1,0,3,1,2,0,0,1,3,1,0,2.890371758
119-7,2013_Q4,Cascade,1,6,1,1,1,1,2,0,2,0,1,0,0,1,1,0,0,0,2.197224577
119-8,2013_Q4,Cascade,1,1,3,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1.609437912
12-1,2013_Q4,Boucle-du-mouhoun,3,5,3,2,1,1,0,0,1,0,3,1,1,1,1,2,1,0,2.564949357
12-10,2013_Q4,Boucle-du-mouhoun,1,3,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1.609437912
12-11,2013_Q4,Boucle-du-mouhoun,0,3,3,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1.791759469
12-12,2013_Q4,Boucle-du-mouhoun,4,3,3,2,1,2,1,0,0,0,1,1,2,2,1,0,0,1,2.48490665
12-13,2013_Q4,Boucle-du-mouhoun,4,6,2,7,0,4,4,1,2,1,0,1,0,1,2,2,0,1,2.944438979
12-2,2013_Q4,Boucle-du-mouhoun,3,4,1,1,1,0,2,0,0,1,1,0,0,0,1,2,0,1,2.197224577
12-3,2013_Q4,Boucle-du-mouhoun,1,2,2,3,1,0,0,2,0,1,1,0,1,0,1,1,0,0,2.079441542
12-4,2013_Q4,Boucle-du-mouhoun,1,4,1,2,0,0,2,0,0,1,2,1,0,0,1,1,0,0,2.079441542
12-5,2013_Q4,Boucle-du-mouhoun,3,2,2,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,1.945910149
12-6,2013_Q4,Boucle-du-mouhoun,2,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.609437912
12-7,2013_Q4,Boucle-du-mouhoun,5,5,4,6,2,1,3,3,0,0,0,2,0,4,3,0,1,1,2.995732274
12-8,2013_Q4,Boucle-du-mouhoun,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120-1,2013_Q4,Cascade,1,3,1,2,1,0,2,1,0,1,0,0,0,0,1,1,0,0,1.945910149
120-10,2013_Q4,Cascade,1,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
120-12,2013_Q4,Cascade,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
120-13,2013_Q4,Cascade,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
120-2,2013_Q4,Cascade,1,1,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361
120-3,2013_Q4,Cascade,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.098612289
120-4,2013_Q4,Cascade,2,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1.791759469
120-5,2013_Q4,Cascade,1,4,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1.945910149
120-6,2013_Q4,Cascade,2,1,1,7,0,2,1,1,0,3,0,1,0,1,0,1,1,0,2.397895273
120-7,2013_Q4,Cascade,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1.609437912
120-8,2013_Q4,Cascade,1,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1.386294361
120-9,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
121-1,2013_Q4,Cascade,2,4,1,3,0,0,1,1,3,1,0,1,0,0,0,2,1,0,2.302585093
121-10,2013_Q4,Cascade,2,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1.609437912
121-11,2013_Q4,Cascade,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1.609437912
121-12,2013_Q4,Cascade,1,4,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1.791759469
121-13,2013_Q4,Cascade,3,2,1,2,2,1,0,1,0,0,0,0,0,3,1,0,0,0,2.079441542
121-2,2013_Q4,Cascade,1,3,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1.609437912
121-4,2013_Q4,Cascade,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1.386294361
121-5,2013_Q4,Cascade,3,3,1,3,0,2,2,1,0,0,1,0,0,2,1,1,0,0,2.302585093
121-6,2013_Q4,Cascade,1,4,1,2,2,1,1,0,1,1,0,0,0,0,1,1,0,0,2.079441542
121-7,2013_Q4,Cascade,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
121-8,2013_Q4,Cascade,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.386294361
121-9,2013_Q4,Cascade,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
122-1,2013_Q4,Cascade,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
122-10,2013_Q4,Cascade,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1.609437912
122-11,2013_Q4,Cascade,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.098612289
122-12,2013_Q4,Cascade,1,2,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1.386294361
122-2,2013_Q4,Cascade,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.098612289
122-3,2013_Q4,Cascade,0,4,1,4,1,2,2,0,0,1,1,1,0,0,1,0,0,0,2.197224577
122-4,2013_Q4,Cascade,1,2,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
122-5,2013_Q4,Cascade,1,2,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1.386294361
122-6,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
122-7,2013_Q4,Cascade,4,10,1,5,2,2,3,1,3,1,2,1,0,0,1,4,0,0,2.995732274
122-8,2013_Q4,Cascade,2,3,2,1,0,0,0,1,1,0,2,0,1,2,0,0,1,0,2.079441542
122-9,2013_Q4,Cascade,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
123-1,2013_Q4,Cascade,0,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1.609437912
123-11,2013_Q4,Cascade,1,3,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912
123-12,2013_Q4,Cascade,1,1,1,3,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469
123-13,2013_Q4,Cascade,1,2,1,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1.791759469
123-14,2013_Q4,Cascade,1,3,3,1,0,0,0,0,2,0,1,1,2,0,0,1,1,0,2.079441542
123-2,2013_Q4,Cascade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806
123-3,2013_Q4,Cascade,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289
123-4,2013_Q4,Cascade,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
123-5,2013_Q4,Cascade,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
123-6,2013_Q4,Cascade,2,0,0,4,0,1,0,2,0,1,0,0,0,1,0,0,0,1,1.791759469
123-7,2013_Q4,Cascade,1,2,1,2,0,0,1,1,0,1,2,0,0,0,0,1,0,0,1.791759469
123-9,2013_Q4,Cascade,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1.609437912
124-1,2013_Q4,Cascade,2,2,4,3,0,0,1,2,1,0,0,1,3,1,1,0,0,1,2.397895273
124-11,2013_Q4,Cascade,2,3,1,4,1,0,1,2,1,1,0,1,0,2,1,0,0,0,2.302585093
124-12,2013_Q4,Cascade,2,2,1,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,1.791759469
124-13,2013_Q4,Cascade,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.386294361
124-2,2013_Q4,Cascade,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
124-3,2013_Q4,Cascade,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1.386294361
124-4,2013_Q4,Cascade,2,2,1,3,0,2,2,1,0,0,0,0,0,2,1,0,0,0,2.079441542
124-5,2013_Q4,Cascade,3,1,1,5,0,3,0,2,0,0,1,0,0,1,0,1,1,1,2.302585093
124-6,2013_Q4,Cascade,2,3,2,4,1,1,1,2,1,1,0,0,1,2,1,0,0,0,2.397895273
124-7,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
124-8,2013_Q4,Cascade,1,1,1,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1.609437912
124-9,2013_Q4,Cascade,1,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
125-1,2013_Q4,Cascade,5,3,1,4,0,1,1,1,2,2,0,2,0,1,0,1,1,1,2.564949357
125-10,2013_Q4,Cascade,0,1,3,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1.609437912
125-11,2013_Q4,Cascade,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125-12,2013_Q4,Cascade,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.098612289
125-2,2013_Q4,Cascade,1,0,2,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1.609437912
125-3,2013_Q4,Cascade,2,1,2,2,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1.945910149
125-4,2013_Q4,Cascade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125-5,2013_Q4,Cascade,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
125-6,2013_Q4,Cascade,1,2,1,3,2,0,0,1,0,2,0,0,0,0,1,1,0,0,1.945910149
125-7,2013_Q4,Cascade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
125-8,2013_Q4,Cascade,0,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1.386294361
125-9,2013_Q4,Cascade,2,3,3,4,0,0,2,1,0,2,3,1,0,2,1,0,0,0,2.48490665
126-1,2013_Q4,Cascade,1,2,1,2,1,0,1,0,0,2,0,0,0,0,0,1,1,0,1.791759469
126-10,2013_Q4,Cascade,1,3,1,2,1,0,2,0,0,2,0,0,0,1,1,0,0,0,1.945910149
126-11,2013_Q4,Cascade,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
126-12,2013_Q4,Cascade,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.098612289
126-2,2013_Q4,Cascade,1,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
126-3,2013_Q4,Cascade,1,2,0,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1.609437912
126-4,2013_Q4,Cascade,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361
126-5,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
126-6,2013_Q4,Cascade,1,2,1,2,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1.791759469
126-7,2013_Q4,Cascade,1,3,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1.791759469
126-8,2013_Q4,Cascade,1,2,2,2,0,0,0,1,2,1,0,0,1,0,0,1,1,0,1.945910149
126-9,2013_Q4,Cascade,3,2,2,2,1,1,1,0,0,0,0,1,1,2,0,0,1,1,2.197224577
127-1,2013_Q4,Cascade,5,4,3,3,1,2,1,0,0,0,2,2,1,2,1,1,1,1,2.708050201
127-10,2013_Q4,Cascade,2,3,1,2,2,2,1,0,0,0,0,0,1,2,0,0,0,0,2.079441542
127-11,2013_Q4,Cascade,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
127-12,2013_Q4,Cascade,1,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
127-2,2013_Q4,Cascade,4,4,1,2,1,0,3,2,0,0,0,0,0,3,1,1,0,0,2.397895273
127-3,2013_Q4,Cascade,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1.609437912
127-4,2013_Q4,Cascade,5,6,3,5,1,1,2,0,1,3,2,1,0,2,2,1,1,2,2.944438979
127-5,2013_Q4,Cascade,1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1.609437912
127-6,2013_Q4,Cascade,3,0,3,4,0,3,0,1,0,0,0,1,2,1,1,0,0,1,2.302585093
127-7,2013_Q4,Cascade,1,3,1,1,1,0,0,1,2,0,0,0,0,0,1,1,0,0,1.791759469
127-8,2013_Q4,Cascade,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
127-9,2013_Q4,Cascade,1,3,2,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1.791759469
128-1,2013_Q4,Cascade,2,0,1,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912
128-10,2013_Q4,Cascade,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1.609437912
128-11,2013_Q4,Cascade,0,2,1,3,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1.791759469
128-12,2013_Q4,Cascade,1,3,1,2,0,0,2,1,1,0,0,1,1,0,0,1,0,0,1.945910149
128-2,2013_Q4,Cascade,2,2,1,2,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1.945910149
128-3,2013_Q4,Cascade,1,2,2,1,0,0,0,1,2,0,0,0,1,0,0,1,1,0,1.791759469
128-4,2013_Q4,Cascade,1,4,1,2,0,0,2,0,1,1,1,1,0,0,1,1,0,0,2.079441542
128-5,2013_Q4,Cascade,2,2,2,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1.945910149
128-6,2013_Q4,Cascade,1,3,1,2,0,0,2,0,1,2,0,0,0,1,0,0,1,0,1.945910149
128-7,2013_Q4,Cascade,1,1,1,4,1,0,0,2,0,1,0,1,0,0,1,1,0,0,1.945910149
128-8,2013_Q4,Cascade,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1.609437912
128-9,2013_Q4,Cascade,1,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
129-1,2013_Q4,Cascade,2,3,3,6,1,1,1,3,1,2,2,0,0,1,0,1,1,0,2.63905733
129-10,2013_Q4,Cascade,1,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1.609437912
129-11,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
129-12,2013_Q4,Cascade,7,9,3,8,1,3,5,1,2,4,1,0,2,3,1,3,0,1,3.295836866
129-2,2013_Q4,Cascade,4,6,2,6,1,5,3,0,2,0,1,1,0,3,1,1,0,0,2.890371758
129-3,2013_Q4,Cascade,1,2,1,3,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1.945910149
129-4,2013_Q4,Cascade,3,3,1,3,3,0,0,2,0,1,0,0,0,1,1,1,0,1,2.302585093
129-5,2013_Q4,Cascade,1,4,1,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1.945910149
129-6,2013_Q4,Cascade,1,2,1,2,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1.791759469
129-7,2013_Q4,Cascade,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6931471806
129-8,2013_Q4,Cascade,1,4,0,2,2,0,0,0,1,1,1,1,0,0,0,1,0,0,1.945910149
129-9,2013_Q4,Cascade,1,1,1,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1.609437912
13-1,2013_Q4,Boucle-du-mouhoun,1,3,3,3,1,0,0,2,0,0,3,1,1,1,1,0,0,0,2.302585093
13-10,2013_Q4,Boucle-du-mouhoun,4,6,1,1,1,0,2,1,3,0,0,0,0,2,1,2,0,0,2.48490665
13-11,2013_Q4,Boucle-du-mouhoun,2,3,1,2,2,1,1,0,0,1,0,0,0,2,1,0,0,0,2.079441542
13-12,2013_Q4,Boucle-du-mouhoun,1,3,3,1,2,0,1,1,0,0,0,0,2,0,0,1,1,0,2.079441542
13-13,2013_Q4,Boucle-du-mouhoun,1,2,2,4,0,0,1,1,0,2,1,1,1,0,0,1,1,0,2.197224577
13-2,2013_Q4,Boucle-du-mouhoun,1,0,2,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1.609437912
13-3,2013_Q4,Boucle-du-mouhoun,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1.791759469
13-4,2013_Q4,Boucle-du-mouhoun,1,3,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1.609437912
13-6,2013_Q4,Boucle-du-mouhoun,1,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
13-7,2013_Q4,Boucle-du-mouhoun,1,2,1,2,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.791759469
13-8,2013_Q4,Boucle-du-mouhoun,1,3,2,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2.079441542
13-9,2013_Q4,Boucle-du-mouhoun,3,4,2,6,1,1,2,2,0,3,1,1,1,1,0,1,1,0,2.708050201
130-1,2013_Q4,Cascade,2,2,1,2,0,1,2,0,0,1,0,0,0,1,1,0,0,1,1.945910149
130-10,2013_Q4,Cascade,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1.386294361
130-11,2013_Q4,Cascade,2,2,2,1,0,1,1,0,0,0,1,0,2,1,0,0,0,1,1.945910149
130-12,2013_Q4,Cascade,1,2,0,3,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1.791759469
130-13,2013_Q4,Cascade,2,2,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1.791759469
130-2,2013_Q4,Cascade,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.609437912
130-3,2013_Q4,Cascade,2,3,2,2,0,0,0,1,3,1,0,0,1,0,1,2,0,0,2.197224577
130-4,2013_Q4,Cascade,1,0,3,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1.609437912
130-5,2013_Q4,Cascade,2,2,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1.791759469
130-6,2013_Q4,Cascade,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1.609437912
130-7,2013_Q4,Cascade,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
130-8,2013_Q4,Cascade,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
131-1,2013_Q4,Cascade,2,0,5,1,0,0,0,0,0,1,0,0,4,0,0,0,1,2,2.079441542
131-10,2013_Q4,Cascade,3,3,3,6,1,2,1,2,1,2,0,0,1,0,1,3,1,0,2.708050201
131-11,2013_Q4,Cascade,4,6,1,3,2,0,2,2,0,1,2,1,0,1,1,1,0,1,2.63905733
131-12,2013_Q4,Cascade,3,3,2,1,0,0,2,1,0,0,1,0,1,1,0,1,1,1,2.197224577
131-2,2013_Q4,Cascade,2,3,1,2,1,0,1,2,0,0,1,0,0,0,1,2,0,0,2.079441542
131-3,2013_Q4,Cascade,1,2,2,4,0,1,1,1,0,2,1,0,1,0,0,1,1,0,2.197224577
131-4,2013_Q4,Cascade,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1.609437912
131-5,2013_Q4,Cascade,1,2,1,3,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1.945910149
131-6,2013_Q4,Cascade,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
131-7,2013_Q4,Cascade,2,2,1,3,0,0,2,2,0,1,0,0,0,0,1,1,0,1,2.079441542
131-8,2013_Q4,Cascade,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
131-9,2013_Q4,Cascade,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1.386294361
132-1,2013_Q4,Cascade,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
132-10,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
132-11,2013_Q4,Cascade,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
132-12,2013_Q4,Cascade,2,2,1,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1.791759469
132-13,2013_Q4,Cascade,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
132-2,2013_Q4,Cascade,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
132-3,2013_Q4,Cascade,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
132-4,2013_Q4,Cascade,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
132-5,2013_Q4,Cascade,1,2,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1.609437912
132-7,2013_Q4,Cascade,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
132-8,2013_Q4,Cascade,1,4,1,1,1,0,1,0,2,1,0,0,0,0,1,1,0,0,1.945910149
132-9,2013_Q4,Cascade,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
133-1,2013_Q4,Cascade,2,6,0,0,1,0,1,0,2,0,2,0,0,1,0,1,0,0,2.079441542
133-10,2013_Q4,Cascade,3,1,1,2,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1.945910149
133-11,2013_Q4,Cascade,1,1,1,3,0,0,0,2,0,0,1,1,0,0,1,1,0,0,1.791759469
133-12,2013_Q4,Cascade,2,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1.609437912
133-2,2013_Q4,Cascade,2,3,1,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,1.791759469
133-3,2013_Q4,Cascade,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289
133-4,2013_Q4,Cascade,4,6,4,9,2,1,1,2,0,2,3,4,3,2,1,2,0,0,3.135494216
133-5,2013_Q4,Cascade,2,3,8,2,0,0,1,1,2,1,1,0,5,0,2,1,0,1,2.708050201
