i,t,m,Females 00-00,Females 01-04,Females 05-09,Females 10-14,Females 15-19,Females 20-29,Females 30-49,Females 50-59,Females 60-99,Males 00-00,Males 01-04,Males 05-09,Males 10-14,Males 15-19,Males 20-29,Males 30-49,Males 50-59,Males 60-99,boys,girls,log HSize,men,women
70253/02,2016-17,Greater Accra,0,0,0,1,0,3,1,0,0,0,1,0,1,0,0,1,0,0,2,1,2.079441542,1,4
70253/03,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70253/04,2016-17,Greater Accra,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70253/05,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70253/06,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70253/07,2016-17,Greater Accra,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1.386294361,0,1
70253/08,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70253/10,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70253/11,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70253/12,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1.098612289,0,1
70253/13,2016-17,Greater Accra,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1.609437912,1,1
70254/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70254/02,2016-17,Greater Accra,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,1,1.609437912,1,1
70254/04,2016-17,Greater Accra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70254/05,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70254/06,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,1.386294361,1,1
70254/08,2016-17,Greater Accra,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,3,1.945910149,1,2
70254/12,2016-17,Greater Accra,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2,1.945910149,2,2
70254/14,2016-17,Greater Accra,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,3,1.945910149,2,1
70255/01,2016-17,Greater Accra,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,3,1.945910149,1,1
70255/02,2016-17,Greater Accra,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,1.609437912,1,1
70255/03,2016-17,Greater Accra,0,1,1,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,3,4,2.197224577,1,1
70255/04,2016-17,Greater Accra,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70255/06,2016-17,Greater Accra,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,1.609437912,1,2
70255/07,2016-17,Greater Accra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70255/08,2016-17,Greater Accra,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.386294361,1,2
70255/09,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70255/10,2016-17,Greater Accra,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1.609437912,1,1
70255/11,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289,1,1
70255/12,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1.386294361,1,1
70255/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70255/14,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806,0,1
70255/15,2016-17,Greater Accra,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.609437912,1,3
70256/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70256/03,2016-17,Greater Accra,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70256/04,2016-17,Greater Accra,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70256/05,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289,1,1
70256/06,2016-17,Greater Accra,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1.791759469,1,3
70256/08,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70256/09,2016-17,Greater Accra,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.098612289,1,1
70256/10,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70256/11,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70256/12,2016-17,Greater Accra,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70256/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1.098612289,1,2
70256/14,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70256/15,2016-17,Greater Accra,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1.791759469,1,2
70257/01,2016-17,Greater Accra,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1.945910149,1,1
70257/02,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70257/03,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70257/04,2016-17,Greater Accra,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1.945910149,1,1
70257/05,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,3,1,1.791759469,1,1
70257/06,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,3,1,1.791759469,1,1
70257/08,2016-17,Greater Accra,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70257/10,2016-17,Greater Accra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1,0
70257/11,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70257/12,2016-17,Greater Accra,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2,1.791759469,1,1
70257/14,2016-17,Greater Accra,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70257/15,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1.386294361,0,1
70258/01,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,2,2
70258/02,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70258/03,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,2,1
70258/06,2016-17,Greater Accra,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,1,0,0,2,0,1.945910149,2,3
70258/07,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70258/08,2016-17,Greater Accra,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,1,1.791759469,2,2
70258/09,2016-17,Greater Accra,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70258/10,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1.386294361,1,1
70258/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70258/14,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.098612289,1,2
70258/15,2016-17,Greater Accra,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70259/02,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70259/03,2016-17,Greater Accra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70259/04,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,1.609437912,2,1
70259/06,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806,0,1
70259/07,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70259/08,2016-17,Greater Accra,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1.386294361,0,3
70259/09,2016-17,Greater Accra,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.609437912,1,2
70259/11,2016-17,Greater Accra,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70259/12,2016-17,Greater Accra,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70259/13,2016-17,Greater Accra,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70259/14,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70259/15,2016-17,Greater Accra,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70260/01,2016-17,Greater Accra,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.386294361,0,3
70260/02,2016-17,Greater Accra,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,2,1.791759469,1,1
70260/03,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70260/04,2016-17,Greater Accra,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1.609437912,1,1
70260/05,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70260/06,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289,1,1
70260/07,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.098612289,1,1
70260/08,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70260/09,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70260/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70260/14,2016-17,Greater Accra,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1.386294361,0,1
70260/15,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.098612289,1,1
70261/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70261/02,2016-17,Greater Accra,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70261/04,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70261/05,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70261/06,2016-17,Greater Accra,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70261/07,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70261/08,2016-17,Greater Accra,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70261/10,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70261/12,2016-17,Greater Accra,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1.609437912,1,1
70261/13,2016-17,Greater Accra,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1.609437912,0,2
70261/14,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70261/15,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70262/01,2016-17,Greater Accra,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1.791759469,1,1
70262/02,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,1,0,1.791759469,4,1
70262/03,2016-17,Greater Accra,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1.609437912,1,2
70262/04,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70262/07,2016-17,Greater Accra,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,3,1,1.791759469,1,1
70262/08,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1.386294361,1,1
70262/09,2016-17,Greater Accra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70262/10,2016-17,Greater Accra,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289,1,2
70262/11,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70262/12,2016-17,Greater Accra,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1.386294361,0,2
70262/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70262/14,2016-17,Greater Accra,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.386294361,1,3
70262/15,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1.386294361,3,1
70263/01,2016-17,Greater Accra,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1.609437912,1,1
70263/02,2016-17,Greater Accra,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.386294361,2,2
70263/03,2016-17,Greater Accra,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.098612289,0,2
70263/04,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70263/05,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6931471806,1,1
70263/06,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70263/07,2016-17,Greater Accra,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1.609437912,0,3
70263/08,2016-17,Greater Accra,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70263/09,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,1.386294361,1,1
70263/10,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,3,0,1.609437912,1,1
70263/11,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70263/12,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70263/13,2016-17,Greater Accra,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,3,1.945910149,1,1
70263/14,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70263/15,2016-17,Greater Accra,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,2,1.791759469,1,1
70264/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.098612289,3,0
70264/02,2016-17,Greater Accra,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.386294361,0,2
70264/03,2016-17,Greater Accra,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.609437912,1,3
70264/05,2016-17,Greater Accra,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,1.791759469,1,1
70264/06,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70264/07,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70264/08,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1.386294361,1,2
70264/10,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,3,0,1.609437912,1,1
70264/11,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70264/13,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1.386294361,1,1
70264/14,2016-17,Greater Accra,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1.609437912,1,1
70264/15,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70265/01,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1.386294361,2,1
70265/03,2016-17,Greater Accra,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1.609437912,1,2
70265/04,2016-17,Greater Accra,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70265/05,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,1.609437912,2,1
70265/07,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,2,2
70265/08,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70265/09,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70265/10,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70265/12,2016-17,Greater Accra,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70265/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70266/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70266/02,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70266/03,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1.386294361,1,1
70266/04,2016-17,Greater Accra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70266/05,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.098612289,2,1
70266/06,2016-17,Greater Accra,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70266/07,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70266/08,2016-17,Greater Accra,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1.609437912,0,2
70266/09,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70266/10,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70266/11,2016-17,Greater Accra,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70266/12,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70266/14,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70266/15,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70267/01,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806,0,1
70267/02,2016-17,Greater Accra,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,1.609437912,1,1
70267/04,2016-17,Greater Accra,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,1.791759469,1,1
70267/05,2016-17,Greater Accra,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2,1.791759469,1,1
70267/06,2016-17,Greater Accra,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70267/07,2016-17,Greater Accra,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.386294361,1,1
70267/08,2016-17,Greater Accra,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0,4,2,2.079441542,1,1
70267/09,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70267/11,2016-17,Greater Accra,0,1,0,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,2,2,2.079441542,2,2
70267/12,2016-17,Greater Accra,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,2,1,1.609437912,1,1
70267/13,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70267/14,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70267/15,2016-17,Greater Accra,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70268/01,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70268/02,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70268/03,2016-17,Greater Accra,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1.609437912,1,1
70268/04,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70268/05,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70268/06,2016-17,Greater Accra,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70268/07,2016-17,Greater Accra,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1.386294361,1,1
70268/08,2016-17,Greater Accra,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.098612289,1,0
70268/11,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70268/12,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70268/13,2016-17,Greater Accra,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,1.791759469,1,1
70268/14,2016-17,Greater Accra,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,3,1,1.945910149,1,2
70268/15,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70269/01,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70269/02,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70269/03,2016-17,Greater Accra,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70269/05,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70269/06,2016-17,Greater Accra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70269/07,2016-17,Greater Accra,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,3
70269/08,2016-17,Greater Accra,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,1.791759469,1,1
70269/09,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70269/10,2016-17,Greater Accra,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70269/11,2016-17,Greater Accra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70269/12,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289,1,1
70269/13,2016-17,Greater Accra,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,4,2,2.079441542,1,1
70269/14,2016-17,Greater Accra,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,3,1,1.791759469,1,1
70269/15,2016-17,Greater Accra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
