i,t,m,Males 00-00,Females 00-00,Males 01-04,Females 01-04,Males 05-09,Females 05-09,Males 10-14,Females 10-14,Males 15-19,Females 15-19,Males 20-29,Females 20-29,Males 30-49,Females 30-49,Males 50-59,Females 50-59,Males 60-99,Females 60-99,log HSize
2602,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.0986122886681098
2603,2018,Togo,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6094379124341003
2604,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2605,2018,Togo,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
2606,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0986122886681098
2607,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
2608,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
2609,2018,Togo,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
2611,2018,Togo,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1.6094379124341003
2612,2018,Togo,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1.6094379124341003
2614,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471805599453
2616,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2701,2018,Togo,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
2702,2018,Togo,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
2703,2018,Togo,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1.3862943611198906
2705,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6931471805599453
2706,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
2708,2018,Togo,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
2709,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0986122886681098
2710,2018,Togo,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1.6094379124341003
2711,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471805599453
2802,2018,Togo,1,0,1,0,0,0,0,3,1,1,1,0,0,2,1,0,0,0,2.3978952727983707
2803,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2804,2018,Togo,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,2.0794415416798357
2805,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
2807,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
2808,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6931471805599453
2809,2018,Togo,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0986122886681098
2811,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471805599453
2812,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
2813,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0986122886681098
2815,2018,Togo,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.3862943611198906
2816,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1.6094379124341003
2901,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2902,2018,Togo,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,1,0,2.0794415416798357
2903,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
2905,2018,Togo,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
2906,2018,Togo,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1.6094379124341003
2907,2018,Togo,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
2908,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.0986122886681098
2909,2018,Togo,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1.6094379124341003
2910,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0986122886681098
2911,2018,Togo,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1.6094379124341003
2912,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3001,2018,Togo,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1.6094379124341003
3003,2018,Togo,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1.3862943611198906
3004,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0986122886681098
3005,2018,Togo,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3862943611198906
3006,2018,Togo,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.6094379124341003
3007,2018,Togo,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1.791759469228055
3010,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471805599453
3011,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3012,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471805599453
3014,2018,Togo,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,1.791759469228055
3015,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.3862943611198906
3016,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
3103,2018,Togo,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1.3862943611198906
3105,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3106,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3107,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3108,2018,Togo,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1.9459101490553132
3109,2018,Togo,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1.791759469228055
3110,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
3112,2018,Togo,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1.791759469228055
3201,2018,Togo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1.3862943611198906
3202,2018,Togo,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1.3862943611198906
3203,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
3204,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
3206,2018,Togo,0,0,1,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
3208,2018,Togo,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3862943611198906
3209,2018,Togo,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.3862943611198906
3211,2018,Togo,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0986122886681098
3212,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1.791759469228055
3214,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3215,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471805599453
3216,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3301,2018,Togo,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
3303,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3304,2018,Togo,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
3305,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3306,2018,Togo,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.6094379124341003
3307,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
3309,2018,Togo,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1.6094379124341003
3310,2018,Togo,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,1.791759469228055
3311,2018,Togo,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.3862943611198906
3312,2018,Togo,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
3401,2018,Togo,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.6094379124341003
3402,2018,Togo,0,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1.9459101490553132
3403,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3404,2018,Togo,0,0,0,2,1,0,1,1,3,0,0,1,1,1,0,0,0,0,2.3978952727983707
3405,2018,Togo,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
3406,2018,Togo,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
3407,2018,Togo,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.6094379124341003
3408,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3409,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3410,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471805599453
3411,2018,Togo,0,0,0,1,1,1,0,0,2,1,0,0,0,1,1,0,0,0,2.0794415416798357
3412,2018,Togo,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,1.791759469228055
3501,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1.6094379124341003
3502,2018,Togo,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.6094379124341003
3504,2018,Togo,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1.3862943611198906
3505,2018,Togo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
3506,2018,Togo,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
3507,2018,Togo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471805599453
3508,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1.791759469228055
3510,2018,Togo,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1.6094379124341003
3512,2018,Togo,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1.3862943611198906
3601,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3602,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3603,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.0986122886681098
3604,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3605,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.0986122886681098
3606,2018,Togo,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
3607,2018,Togo,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
3608,2018,Togo,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1.6094379124341003
3609,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
3610,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3611,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3612,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1.3862943611198906
3701,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3702,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
3703,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
3704,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
3705,2018,Togo,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
3708,2018,Togo,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469228055
3710,2018,Togo,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1.0986122886681098
3711,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
3712,2018,Togo,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1.3862943611198906
3801,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
3802,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3803,2018,Togo,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,1.9459101490553132
3804,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0986122886681098
3805,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
3806,2018,Togo,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.6094379124341003
3807,2018,Togo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1.791759469228055
3808,2018,Togo,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.3862943611198906
3809,2018,Togo,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1.3862943611198906
3810,2018,Togo,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
3812,2018,Togo,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
3816,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3901,2018,Togo,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.3862943611198906
3902,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
3903,2018,Togo,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
3904,2018,Togo,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,0,1.9459101490553132
3905,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0986122886681098
3906,2018,Togo,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.6094379124341003
3907,2018,Togo,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1.6094379124341003
3911,2018,Togo,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1.791759469228055
4001,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
4002,2018,Togo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
4003,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4004,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471805599453
4006,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
4008,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6931471805599453
4009,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4010,2018,Togo,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
4011,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4013,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4015,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4016,2018,Togo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1.3862943611198906
4101,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4102,2018,Togo,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
4103,2018,Togo,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
4104,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
4106,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
4107,2018,Togo,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
4108,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471805599453
4111,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
4112,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4201,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4202,2018,Togo,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.3862943611198906
4204,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4205,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0986122886681098
4206,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
4207,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4208,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4209,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471805599453
4210,2018,Togo,0,1,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,2.0794415416798357
4211,2018,Togo,0,0,0,0,0,0,1,1,2,0,2,0,1,1,0,0,0,0,2.0794415416798357
4212,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4214,2018,Togo,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,0,0,2.1972245773362196
4301,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
4303,2018,Togo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471805599453
4304,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4305,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471805599453
4307,2018,Togo,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
4308,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4309,2018,Togo,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
4310,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4311,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4312,2018,Togo,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
4401,2018,Togo,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1.791759469228055
4402,2018,Togo,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.6094379124341003
4403,2018,Togo,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1.791759469228055
4404,2018,Togo,0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1.9459101490553132
4405,2018,Togo,0,0,1,0,0,0,0,2,0,1,2,1,0,0,1,0,0,0,2.0794415416798357
4406,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471805599453
4407,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1.3862943611198906
4408,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4409,2018,Togo,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
4410,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4411,2018,Togo,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.3862943611198906
4412,2018,Togo,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1.6094379124341003
4501,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4502,2018,Togo,0,0,0,1,0,1,1,1,0,0,2,1,1,0,0,0,0,0,2.0794415416798357
4503,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0986122886681098
4505,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
4506,2018,Togo,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1.791759469228055
4507,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
4508,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0986122886681098
4509,2018,Togo,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,1.9459101490553132
4510,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
4512,2018,Togo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0986122886681098
4601,2018,Togo,0,0,0,1,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1.9459101490553132
4602,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
4603,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.0986122886681098
4605,2018,Togo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1.3862943611198906
4606,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
4607,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
4608,2018,Togo,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1.6094379124341003
4609,2018,Togo,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1.6094379124341003
4610,2018,Togo,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1.791759469228055
4611,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4612,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471805599453
4614,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4701,2018,Togo,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1.791759469228055
4704,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.3862943611198906
4705,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4706,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4707,2018,Togo,1,0,0,1,0,2,0,2,0,1,5,3,1,1,0,0,0,0,2.833213344056216
4708,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471805599453
4709,2018,Togo,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
4711,2018,Togo,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6094379124341003
4712,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4801,2018,Togo,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1.3862943611198906
4802,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471805599453
4803,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
4804,2018,Togo,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0986122886681098
4805,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4806,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4807,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
4808,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0986122886681098
4810,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4811,2018,Togo,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1.6094379124341003
4812,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
4816,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
4901,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4902,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4904,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
4905,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
4907,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
4908,2018,Togo,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
4909,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0986122886681098
4910,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
5001,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453
5003,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
5004,2018,Togo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
5005,2018,Togo,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
